Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
Intracellular Membrane-Bounded Organelle (GO:0043231),172/5175,0.04352515374448954,1.389291564725969,11.011616654626392,PANK4;ATF2;PANK2;MIDN;PRDM4;INPPL1;RPL10A;GRB14;ZMIZ2;RPS6KA2;CPNE1;MAP3K7;SLC30A9;ESCO1;USP4;FBXW11;DDX11;SLC35C2;PRKCD;IPMK;TSC2;VRK1;HNF1B;ACTN4;JMJD7;MED6;THOC7;FANCD2;UBE2V2;SRSF4;GEMIN8;KMT2E;BLM;PAXIP1;YTHDC1;DCUN1D1;HTRA2;BAZ2B;PDS5A;GMCL1;BAG6;ORC1;PCBP3;IRAK1;DEAF1;PCBP2;ATP6V0A2;TBC1D14;ZC3H13;TIA1;RABGAP1L;ZRANB1;UBE2H;POU2F1;SETDB1;INTS3;STYX;FANCA;UPF3B;CDC7;MEMO1;PALB2;LSM4;CLK4;PTK2;CLK2;COPRS;MLLT10;HNRNPM;HOOK2;GOLGB1;TADA3;CDK2;MDM2;UBA3;PPT2;PKIG;OSBPL1A;NIT1;FGFR2;PICALM;PHF3;KDM5A;RERE;SETD5;INTS14;DDX42;UFSP2;BRCA1;OSBPL11;PIK3C2A;MED15;CLINT1;YBX3;RESF1;SART3;PPP6R3;SNAPC4;NELFB;CTSC;APPL1;RBM6;TOP3B;PBRM1;SUN1;TBP;SPHK2;STRADA;AKTIP;VPS37A;PEX2;PPP2R5C;SAFB;UCHL5;EPN2;MMS22L;RAD51D;PKM;CREB1;TFDP2;SLTM;IRF1;MTF2;RBMS1;HNRNPH2;BIRC2;PRKAA1;URM1;PNKP;HTT;RMND5B;GGA1;CECR2;NFS1;BTAF1;TAF1B;TGS1;PMS2;MARCHF7;E2F6;UBQLN4;SMNDC1;MUTYH;TRMT10B;KDM4B;SMOX;RNF25;EYA2;PCGF2;SWT1;EYA3;LIMK2;YLPM1;PTPN12;PTPN13;ITCH;KANSL1;SNX14;DOLPP1;DNAJA3;BRMS1L;TTC3;ZYX;TACC3;ACIN1;TRIP12;BCOR;CRLF3;PFKM;TRIM33;TNRC6A;SSBP4,Rpl22l1,skipping,530,GO_Cellular_Component_2023
Androgen Receptor Signaling Pathway WP138,13/87,8.047599037421955e-4,5.773694612980327,76.0393957849372,UBE2I;RNF14;ROCK2;SRC;UBE3A;BRCA1;PTK2;NCOR1;CREB1;EP300;FLNA;PATZ1;RAD9A,Rpl22l1,including,601,WikiPathway_2023_Human
Energy Metabolism WP1541,9/48,0.002337157592453868,7.546777546777546,86.11384796181787,ATF2;PPP3CA;PRKAA1;CREB1;EP300;NRF1;PRKAB1;GABPA;SIRT3,Rpl22l1,including,601,WikiPathway_2023_Human
ATM Signaling Pathway WP2516,8/40,0.0029351567098592573,8.164839797639123,87.99564203995804,ATF2;RAD50;CREB1;TLK1;MDM4;BRCA1;BID;RAD9A,Rpl22l1,including,601,WikiPathway_2023_Human
Mitochondrial Gene Expression WP391,5/19,0.020830852013332343,11.616131351869607,99.08596139433601,PPP3CA;MYEF2;CREB1;NRF1;GABPA,Rpl22l1,including,601,WikiPathway_2023_Human
Ciliopathies WP4803,15/184,0.03892828837468783,2.9126360643819296,22.373709522289065,PLK4;NEK9;C2CD3;ANKS3;CEP120;CEP164;IFT122;CFAP410;LZTFL1;IFT81;RP2;NPHP1;MKS1;B9D1;CEP78,Rpl22l1,including,601,WikiPathway_2023_Human
Follicle Stimulating Hormone FSH Signaling Pathway WP2035,5/24,0.04275062186704077,8.557046979865772,62.964036129304816,CREB1;SRC;RPS6KB2;TSC2;APPL1,Rpl22l1,including,601,WikiPathway_2023_Human
Pathways Affected In Adenoid Cystic Carcinoma WP3651,8/65,0.04275062186704077,4.577852726250702,33.19614661147167,MORF4L1;NCOR1;SRCAP;KANSL1;ATRX;EP300;TLK1;BRCA1,Rpl22l1,including,601,WikiPathway_2023_Human
miRNA Regulation Of DNA Damage Response WP1530,8/69,0.04689819007701146,4.276781024521052,29.301997362653598,RAD50;CREB1;TLK2;TLK1;RAD1;BRCA1;BID;RAD9A,Rpl22l1,including,601,WikiPathway_2023_Human
DNA Damage Response WP707,8/69,0.04689819007701146,4.276781024521052,29.301997362653598,RAD50;CREB1;TLK2;TLK1;RAD1;BRCA1;BID;RAD9A,Rpl22l1,including,601,WikiPathway_2023_Human
Notch Signaling Pathway WP61,7/54,0.04689819007701146,4.852210043699405,33.0056857709936,TLE1;NCOR1;SRC;FHL1;NUMB;EP300;RBPJ,Rpl22l1,including,601,WikiPathway_2023_Human
Organelle Biogenesis And Maintenance R-HSA-1852241,26/275,2.711780021891342e-4,3.4775624236074734,52.533419341635195,CEP57;CRTC2;C2CD3;CEP164;NRF1;NPHP1;RAB11FIP3;GABPA;CLASP1;CEP78;PLK4;SMOX;IFT122;PRKAB1;LZTFL1;MAPK12;SIRT3;ATAT1;NCOR1;CREB1;IFT81;TMEM11;AKAP9;MKS1;B9D1;CEP63,Rpl22l1,including,601,Reactome_2022
MTOR Signaling R-HSA-165159,8/41,0.0071821710304685185,7.91701159997956,83.81554058058431,PRKAA1;CAB39L;STRADA;RRAGB;AKT2;TSC2;PRKAB1;EIF4G1,Rpl22l1,including,601,Reactome_2022
Mitochondrial tRNA Aminoacylation R-HSA-379726,6/21,0.0071821710304685185,13.031260504201681,137.32664235083524,RARS2;AARS2;PPA2;NARS2;DARS2;TARS2,Rpl22l1,including,601,Reactome_2022
Signaling By Rho GTPases R-HSA-194315,39/644,0.0071821710304685185,2.1557189494426634,22.513284398343004,FAM13B;GARRE1;ROCK2;SRC;ITSN1;FAF2;ARHGAP17;ABR;RACGAP1;NCK2;FLOT1;ANKFY1;FLNA;PLXNA1;GIT1;CLASP1;TMPO;CLASP2;DST;STARD8;PPP2R5B;MACO1;KCTD3;PTPN13;PTK2;WDR11;KTN1;VANGL1;CCDC88A;ANLN;MYL6;CTTN;KANSL1;SHKBP1;DLG5;PHIP;EVL;NF2;ITGB3BP,Rpl22l1,including,601,Reactome_2022
Cilium Assembly R-HSA-5617833,17/186,0.008181446288442782,3.312292291480911,32.90146483456017,PLK4;CEP57;C2CD3;SMOX;CEP164;IFT122;LZTFL1;ATAT1;IFT81;AKAP9;NPHP1;MKS1;B9D1;CEP63;RAB11FIP3;CLASP1;CEP78,Rpl22l1,including,601,Reactome_2022
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",39/660,0.008181446288442782,2.0983891209792493,20.7903845250009,FAM13B;GARRE1;ROCK2;SRC;ITSN1;FAF2;ARHGAP17;ABR;RACGAP1;NCK2;FLOT1;ANKFY1;FLNA;PLXNA1;GIT1;CLASP1;TMPO;CLASP2;DST;STARD8;PPP2R5B;MACO1;KCTD3;PTPN13;PTK2;WDR11;KTN1;VANGL1;CCDC88A;ANLN;MYL6;CTTN;KANSL1;SHKBP1;DLG5;PHIP;EVL;NF2;ITGB3BP,Rpl22l1,including,601,Reactome_2022
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,11/97,0.019100769532531512,4.186893969255026,36.6512127371134,PLK4;CEP57;C2CD3;AKAP9;NPHP1;CEP164;MKS1;B9D1;CEP63;CLASP1;CEP78,Rpl22l1,including,601,Reactome_2022
RHO GTPase Cycle R-HSA-9012999,28/441,0.019100769532531512,2.2463986748306564,19.399334811527147,FAM13B;GARRE1;ROCK2;SRC;ITSN1;FAF2;ARHGAP17;ABR;RACGAP1;NCK2;FLOT1;ANKFY1;PLXNA1;GIT1;TMPO;DST;STARD8;MACO1;KCTD3;PTPN13;KTN1;WDR11;VANGL1;ANLN;CCDC88A;SHKBP1;DLG5;PHIP,Rpl22l1,including,601,Reactome_2022
Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,6/29,0.019100769532531512,8.495140664961637,72.8322525986925,PRKAA1;CAB39L;STRADA;RRAGB;TSC2;PRKAB1,Rpl22l1,including,601,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,24/354,0.019100769532531512,2.4035292264061763,20.548006702168756,COX19;SURF1;PRKAA1;MAPKAP1;TSC2;CNOT10;BRCA1;RABGGTB;PRKAB1;GATAD2A;RAD50;TFDP2;RRAGB;TTC5;AKT2;CNOT2;PMS2;EP300;MDM4;KMT5A;BID;BANP;MAP2K6;RAD9A,Rpl22l1,including,601,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,14/157,0.025549496006076325,3.2115890923386665,26.215876651984743,PRKAA1;MAPKAP1;BRCA1;PRKAB1;GATAD2A;RAD50;TTC5;AKT2;EP300;MDM4;KMT5A;BANP;MAP2K6;RAD9A,Rpl22l1,including,601,Reactome_2022
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,26/424,0.04168026685807501,2.158732794406817,16.377177090746788,KANK1;HIP1;PSMD14;SRC;MAPKAP1;CCNC;GCC2;RBPJ;FXR1;PORCN;ZMYM2;MPRIP;FIP1L1;AKT2;FGFR1OP2;EP300;LRRFIP1;SEC31A;TCF7L2;PPP2R5B;TSC2;EML4;NCOR1;CREB1;AKAP9;RPS6KB2,Rpl22l1,including,601,Reactome_2022
"Androgen receptor signaling, proteolysis, and transcription regulation",13/88,0.0017633488909399636,5.696417233560091,74.26746547062294,UBE2I;RNF14;ROCK2;SRC;UBE3A;BRCA1;PTK2;CREB1;NCOR1;EP300;FLNA;PATZ1;RAD9A,Rpl22l1,including,601,BioPlanet_2019
mTOR signaling pathway,14/113,0.0029554723304722444,4.649562060124241,54.87739490289285,EIF4A2;PRKAA1;FBXW11;CAB39L;STRADA;POLDIP3;MAPKAP1;VEGFB;TSC2;RRAGB;AKT2;RPS6KB2;EIF4E2;EIF4G1,Rpl22l1,including,601,BioPlanet_2019
Energy metabolism,9/48,0.0029554723304722444,7.546777546777546,86.11384796181787,ATF2;PPP3CA;PRKAA1;CREB1;EP300;NRF1;PRKAB1;GABPA;SIRT3,Rpl22l1,including,601,BioPlanet_2019
PKB-mediated events,7/28,0.0029554723304722444,10.874298540965208,121.08353833211531,PRKAA1;CAB39L;STRADA;AKT2;TSC2;PRKAB1;EIF4G1,Rpl22l1,including,601,BioPlanet_2019
Mitochondrial tRNA aminoacylation,6/21,0.0042935100021910515,13.031260504201681,137.32664235083524,RARS2;AARS2;PPA2;NARS2;DARS2;TARS2,Rpl22l1,including,601,BioPlanet_2019
"BRCA1, BRCA2 and ATR roles in cancer susceptibility",6/22,0.00479515332681283,12.216176470588236,125.15991215909719,RAD50;MRE11A;RAD1;BRCA1;FANCG;RAD9A,Rpl22l1,including,601,BioPlanet_2019
Developmental biology,28/420,0.009031935386027241,2.3693592620294193,22.409666938117976,ROCK2;SRC;CCNC;RBPJ;MED15;MED14;ABLIM1;AKT2;NCK2;PLXNA1;EP300;PIP5K1C;CLASP1;MAP2K6;CLASP2;UNC5B;PTK2;ACVR2A;MAPK12;ENAH;MED22;MYL6;CACNB3;NCOR1;CREB1;MED20;NUMB;EVL,Rpl22l1,including,601,BioPlanet_2019
Energy-dependent regulation of mTOR by LKB1-AMPK,5/17,0.011182656536260632,13.553551454138702,123.48618949874677,PRKAA1;CAB39L;STRADA;TSC2;PRKAB1,Rpl22l1,including,601,BioPlanet_2019
Mitochondrial gene expression,5/19,0.01777039508246361,11.616131351869607,99.08596139433601,PPP3CA;MYEF2;CREB1;NRF1;GABPA,Rpl22l1,including,601,BioPlanet_2019
MicroRNA regulation of DNA damage response,9/70,0.019354537727563893,4.819505981391227,40.19119795456804,RAD50;CREB1;TLK2;TLK1;MRE11A;RAD1;BRCA1;BID;RAD9A,Rpl22l1,including,601,BioPlanet_2019
Transfer RNA aminoacylation,7/46,0.030416599947166587,5.849952516619183,45.58227861389175,CARS;RARS2;AARS2;PPA2;NARS2;DARS2;TARS2,Rpl22l1,including,601,BioPlanet_2019
LKB1 signaling events,7/47,0.03192352600004484,5.703409090909091,43.66837782600371,CRTC2;PRKAA1;CREB1;STRADA;TSC2;PRKAB1;MARK2,Rpl22l1,including,601,BioPlanet_2019
Integrated breast cancer pathway,13/152,0.04308925641263293,3.06342680957275,22.291228819067744,UBE2F;USP15;ZMYND8;XRCC3;TSC2;MRE11A;BRCA1;TFPI;RAD50;WEE1;CREB1;EP300;BID,Rpl22l1,including,601,BioPlanet_2019
Integrin alpha-2b beta-3 signaling,3/7,0.049948872241537816,24.32483277591973,171.60518274519146,PTPN1;SRC;PTK2,Rpl22l1,including,601,BioPlanet_2019
RNA Binding (GO:0003723),68/1411,0.03428541305900867,1.7152492459686037,16.28343177163707,EIF4A2;RBM25;FMR1;SPPL2B;MSI1;BRCA1;ZCCHC17;GPATCH8;RPGR;TIAL1;RBM4;UBAP2L;LRRFIP1;RBM34;RARS2;TYW5;DDX11;PUS1;RBM18;PRPF40B;ALG13;DARS2;LARP4B;TRNAU1AP;GTPBP1;DUS2;PKM;HNRNPH1;PPIG;EIF4E2;MACF1;RBM47;AARS2;ROCK2;POLDIP3;ZCCHC9;AKAP8;MTDH;RCC1L;FXR1;DHX30;UNK;TCOF1;FIP1L1;SAFB2;G3BP2;FLNA;UTP20;RALY;MAP4;MARK2;SRPK2;PTPN1;ZRANB2;MYEF2;UBE2I;KRR1;PRRC2C;APTX;KTN1;LSM2;SRPK1;NAP1L4;SEC23IP;TNIP1;LSM14A;SUGP2;EIF4G1,Rpl22l1,including,601,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),18/225,0.03738848933662903,2.862555000372884,24.94299503239997,USP6NL;GARRE1;MAPKAP1;TSC2;GCC2;CIB1;AMBRA1;CYRIB;RABGGTB;LSM2;GGA1;XPO4;RRAGB;ANKFY1;FLNA;ERC1;RAB11FIP3;GIT1,Rpl22l1,including,601,GO_Molecular_Function_2023
Annealing Activity (GO:0140666),3/5,0.0391395122160654,48.65468227424749,401.99996620904983,FXR1;FMR1;RECQL,Rpl22l1,including,601,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),16/199,0.04010152525842034,2.8719443276820327,22.832945258728717,USP6NL;GARRE1;MAPKAP1;TSC2;GCC2;CIB1;CYRIB;RABGGTB;LSM2;GGA1;XPO4;ANKFY1;FLNA;ERC1;RAB11FIP3;GIT1,Rpl22l1,including,601,GO_Molecular_Function_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),211/5175,5.324204680669857e-5,1.5732685592677536,24.07139855223803,ATF2;PANK2;ZMYND8;ITSN1;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;CPNE1;ANKFY1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;NSMCE2;IFRD1;DNTTIP1;RECQL;ARMC8;RFX1;PRKAB1;RRAGB;AKAP9;SRCAP;COPS7B;MTDH;UBE2J1;FXR1;DGUOK;DHX30;RACGAP1;DPH3;PUSL1;PATZ1;RAB11FIP3;KAT14;SEC31A;SRPK2;TIPARP;XRCC3;INTS2;TMEM192;PTK2;SRPK1;FAM220A;MLLT10;STAG1;PKIG;RAD18;PSME3IP1;CEP57;SETD5;SLC35F6;HIP1;SETD6;TDRP;ZBTB8OS;MIA3;BRCA1;MED15;N4BP2L2;MED14;ZMYM2;XPO4;GPRASP1;GABPA;APPL1;STRADA;SIRT3;MED22;NCOR1;CTTN;HNRNPH1;MED20;MTF2;SLU7;AKAP8;GGA1;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;EPS15;NKTR;MYEF2;ATAD5;PCGF5;APTX;GATAD2A;RNF146;SEC23IP;TFAP4;TTC3;MITD1;EEF1AKMT2;CRTC2;DGKD;FMR1;CTNND1;PRDM5;JADE1;UBP1;HIKESHI;CIB1;EP300;KMT5A;TLE1;KDM2B;FBXW11;USP3;PUS1;TSC2;CFAP410;PHIP;PPIG;KMT2E;ANKRD16;PSMD14;ARHGAP19;BCL2L12;SBNO1;DEAF1;SAFB2;TBC1D14;RPRD1B;OSBPL9;UBE2F;CBX5;POU2F1;UBE2I;PHF12;RFXANK;MACO1;CLK4;LSM2;CLK1;UBOX5;KIF18B;MOB2;CNOT2;PIR;MDM4;NF2;RAD9A;EIF4G1;MDM1;KDM5C;RNF14;FHL1;CEP164;HP1BP3;CHD6;UFSP2;RESF1;SENP6;RBM4;PPP6R3;DNMT3B;TLK2;TLK1;GUSB;POLE;ILKAP;USP48;DST;ATRX;PPP2R5B;RAD23A;TRNAU1AP;TRAF7;PKM;ELF2;CREB1;TFDP2;ITGB3BP;LAMA5;PRKAA1;KDM3A;RBM47;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;LENG8;AMBRA1;CLCN3;CECR2;RALY;DRAM2;MTA3;TCF7L2;SMOX;PTPN13;MCOLN1;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;TAF8;RGS12,Rpl22l1,including,601,GO_Cellular_Component_2023
Nucleus (GO:0005634),186/4487,7.057269751221636e-5,1.5733118944039353,22.538173601198576,ATF2;PANK2;CRTC2;DGKD;FMR1;ZMYND8;CTNND1;PRDM5;JADE1;UBP1;HIKESHI;CCNC;CIB1;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;CPNE1;EP300;UBAP2L;KMT5A;RNF111;TMPO;TLE1;ESCO1;KDM2B;FBXW11;DDX11;USP3;PUS1;NSMCE2;IFRD1;DNTTIP1;RECQL;TSC2;ARMC8;PRKAB1;RRAGB;PHIP;PPIG;KMT2E;ANKRD16;SRCAP;PSMD14;COPS7B;MTDH;UBE2J1;BCL2L12;FXR1;SBNO1;DGUOK;DHX30;RACGAP1;DEAF1;DPH3;SAFB2;RPRD1B;PATZ1;KAT14;SRPK2;UBE2F;CBX5;POU2F1;UBE2I;TIPARP;PHF12;XRCC3;INTS2;TMEM192;RFXANK;MACO1;CLK4;PTK2;LSM2;SRPK1;FAM220A;CLK1;MLLT10;UBOX5;STAG1;KIF18B;MOB2;CNOT2;PIR;MDM4;NF2;PKIG;RAD18;PSME3IP1;RAD9A;EIF4G1;MDM1;CEP57;SETD5;KDM5C;HIP1;RNF14;SETD6;FHL1;HP1BP3;CHD6;TDRP;ZBTB8OS;UFSP2;BRCA1;MED15;N4BP2L2;RESF1;SENP6;RBM4;MED14;ZMYM2;XPO4;PPP6R3;DNMT3B;TLK2;TLK1;GPRASP1;POLE;GABPA;APPL1;ILKAP;USP48;DST;STRADA;ATRX;PPP2R5B;RAD23A;TRNAU1AP;SIRT3;MED22;NCOR1;PKM;ELF2;CREB1;TFDP2;HNRNPH1;MED20;MTF2;SLU7;ITGB3BP;LAMA5;PRKAA1;KDM3A;RBM47;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;AKAP8;LENG8;AMBRA1;CECR2;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;RALY;MTA3;NKTR;TCF7L2;MYEF2;ATAD5;PCGF5;PTPN13;USP28;APTX;USF2;CHFR;MAPK12;GATAD2A;NAP1L4;RNF146;RAD50;WEE1;TFAP4;KANSL1;TTC3;TAF8;RGS12;EEF1AKMT2,Rpl22l1,including,601,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),57/1195,0.029831608955843584,1.6813504729659878,13.237541239092563,HIP1;FMR1;ZMYND8;SPPL2B;FAF2;PRDM5;HP1BP3;BRCA1;RBPJ;ZFYVE1;RBM4;EPB41L4A;LRRFIP1;RBM34;SPG11;ESCO1;DDX11;DNTTIP1;RECQL;URB2;LARP4B;TRAF7;CTTN;AKAP9;LDAH;KANK1;MACF1;ROCK2;ZCCHC9;AKAP8;AMBRA1;SPATA5;FXR1;TCOF1;RACGAP1;CALD1;EPB41L3;FLNA;UTP20;DEDD;PLK4;SRPK2;CBX5;ATP8B2;KRR1;APTX;FANCG;PTK2;STAG1;WEE1;ZZZ3;MOB2;TTC3;RGS12;CEP85;NF2;ZCCHC4,Rpl22l1,including,601,GO_Cellular_Component_2023
Cohesin Complex Cornelia De Lange Syndrome WP5117,6/34,0.03899422753746172,8.429004329004329,72.79191147479021,MAU2;STAG2;ESCO1;ESPL1;PPP2R5C;PDS5A,Spen,skipping,501,WikiPathway_2023_Human
DNA Repair Pathways Full Network WP4946,11/120,0.03899422753746172,3.9934469200524245,33.683603969047404,RAD50;PRKDC;PNKP;PMS2;FANCC;GTF2H1;ERCC6;FANCE;NHEJ1;RAD54B;MUTYH,Spen,skipping,501,WikiPathway_2023_Human
mRNA Processing WP411,11/125,0.03899422753746172,3.817311134980308,30.836142214778828,HNRNPL;RBM39;CELF1;HNRNPH1;U2AF2;PCBP2;HNRNPH2;CLK3;SUGP2;RBM5;CLK2,Spen,skipping,501,WikiPathway_2023_Human
RNA Binding (GO:0003723),79/1411,4.2171554129930864e-9,2.553251711427067,64.4898137326552,RBM25;RBM26;CELF1;FMR1;YBX3;TENT4B;FARS2;RPGR;FBRSL1;LRRFIP1;MTPAP;RBM7;RBM5;RBM33;PSTK;RARS2;TOP3B;CAST;WDR36;DIMT1;ACTN1;DDX55;RBM18;ZFR;LARP4B;TRNAU1AP;REXO4;DUS2;SARS2;SLTM;HNRNPH1;ZC3H11A;ESRP1;RPUSD3;HNRNPH2;EIF4E2;LUC7L2;ANKRD17;ZCCHC8;STAU1;PRKDC;SRF;MAZ;PARN;RBM4B;RTN4;TBRG4;DHX30;HNRNPDL;DHX33;U2AF2;PES1;PCBP2;ERI3;SAFB2;RALY;RBM10;RBM39;TIA1;MYEF2;GPKOW;RCC2;YLPM1;KNOP1;RSRC2;PUM1;PRRC2B;CLK3;KTN1;PUM2;HNRNPL;TBL2;CMSS1;GOLGB1;AGO2;ZYX;ACIN1;R3HDM1;SUGP2,Spen,skipping,501,GO_Molecular_Function_2023
Regulation Of RNA Splicing (GO:0043484),12/102,0.01924437600224567,5.292160872528971,61.27564211413133,HNRNPL;RBM39;TIA1;CELF1;HNRNPH1;U2AF2;ESRP1;TADA3;METTL4;HNRNPH2;CLK3;CLK2,Spen,skipping,501,GO_Biological_Process_2023
DNA Repair (GO:0006281),20/291,0.03953965255464828,2.9501883376422122,29.26511239008847,PRKDC;TEX264;FMR1;PNKP;GTF2H1;FANCC;PDS5A;FANCE;REXO4;BABAM2;RAD50;CHEK2;EP400;PMS2;TRIP13;ERCC6;ATRIP;NHEJ1;PMS1;MUTYH,Spen,skipping,501,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),23/367,0.03953965255464828,2.6793142454023546,26.149758956643794,HACE1;WDR26;SMURF1;FBXL19;KEAP1;WWP1;RNF19B;ARMC8;PPP2R5C;AMBRA1;NTAN1;PML;RPGR;RNF146;BAG6;NSFL1C;ZNRF1;RNF115;PCBP2;TTC3;BTRC;RFFL;UBL7,Spen,skipping,501,GO_Biological_Process_2023
Regulation Of RNA Metabolic Process (GO:0051252),10/91,0.04779315353674531,4.8824520379170755,45.321896388196635,HNRNPL;CELF1;HNRNPH1;ESRP1;PCBP2;TADA3;METTL4;HNRNPH2;CLK3;CLK2,Spen,skipping,501,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),174/5175,0.001156204055025643,1.542597902437861,18.72388583495465,PANK4;ATF2;SCARB1;PANK2;HDAC10;CRTC1;FMR1;ITSN1;RTKN2;THYN1;NTAQ1;HIKESHI;CDC14B;EEF1B2;CHEK2;TRIM24;MTPAP;GTF2I;BORA;ESCO1;IST1;APLP2;IPMK;KCTD1;VRK1;CSNK1D;ARMC8;PASK;EML3;NISCH;MAU2;DMTF1;BIN1;MAPKAPK5;KMT2E;ANKRD17;ILRUN;ZCCHC8;PRKDC;TEX264;MAZ;BAZ2B;UBE2J2;PDS5A;C9ORF72;BAG6;BCL2L12;DHX30;DHX33;IRAK1;PCBP2;SAFB2;ECT2;ATRIP;NHEJ1;RBM10;CTSA;TIA1;HACE1;POU2F1;STK11IP;DDIAS;OSBPL2;NFATC3;FANCC;MEMO1;FANCE;NTAN1;PTK2;CLK3;CLK2;HNRNPL;NSFL1C;DLG1;DAB1;STAG2;GOLGB1;AGO2;TADA3;GTF2IRD1;MDM4;MAN2B1;PKIG;RPAIN;RBM26;CELF1;FHL1;TECR;PIK3C2A;MED15;YBX3;BABAM2;FLCN;XPO4;PPP6R3;SNAPC4;TLK2;CTSF;GUSB;RBM7;TMED5;RBM5;KDM6A;POLG;TOP3B;PBRM1;USP48;TBP;RING1;NCOA6;AKTIP;PPP2R5C;TRNAU1AP;REXO4;SENP1;MED23;MMS22L;ESPL1;TFDP2;SLTM;KIFC1;HNRNPH1;ESRP1;MTF2;LCOR;BIRC6;HNRNPH2;ZMYND11;WDR26;MVK;STX16;SRF;BRAT1;PNKP;PARN;WIZ;AMBRA1;MLLT3;RAD54B;CECR2;ZNRF1;TNKS2;U2AF2;METTL4;PMS2;METTL5;APBB2;RALY;E2F6;PMS1;MUTYH;MYEF2;KDM4C;GPKOW;LIMK2;YLPM1;DONSON;MOK;PML;MAPK12;RNF146;RAD50;CLCN4;DOLPP1;DNAJA3;TTC3;ZYX;ACIN1;TRIP13;ERCC6;CENPP;EEF1AKMT2;TRIM33;SSBP4,Spen,skipping,501,GO_Cellular_Component_2023
Nucleus (GO:0005634),152/4487,0.0021876583815859953,1.5235013202988932,16.464562205254854,PANK4;ATF2;PANK2;HDAC10;CRTC1;FMR1;RTKN2;THYN1;NTAQ1;HIKESHI;CDC14B;EEF1B2;CHEK2;TRIM24;GTF2I;BORA;ESCO1;APLP2;IPMK;KCTD1;VRK1;CSNK1D;ARMC8;PASK;EML3;MAU2;DMTF1;BIN1;MAPKAPK5;KMT2E;ANKRD17;ILRUN;ZCCHC8;PRKDC;TEX264;MAZ;BAZ2B;UBE2J2;PDS5A;C9ORF72;BAG6;BCL2L12;DHX30;DHX33;IRAK1;PCBP2;SAFB2;ECT2;ATRIP;NHEJ1;RBM10;TIA1;HACE1;POU2F1;DDIAS;NFATC3;FANCC;MEMO1;FANCE;NTAN1;PTK2;CLK3;CLK2;HNRNPL;NSFL1C;DLG1;STAG2;AGO2;TADA3;GTF2IRD1;MDM4;PKIG;RPAIN;RBM26;CELF1;FHL1;TECR;MED15;YBX3;BABAM2;FLCN;XPO4;PPP6R3;SNAPC4;TLK2;RBM7;RBM5;KDM6A;TOP3B;PBRM1;USP48;TBP;RING1;NCOA6;AKTIP;PPP2R5C;TRNAU1AP;REXO4;SENP1;MED23;MMS22L;ESPL1;TFDP2;SLTM;KIFC1;HNRNPH1;ESRP1;MTF2;LCOR;BIRC6;HNRNPH2;ZMYND11;WDR26;SRF;BRAT1;PNKP;PARN;WIZ;AMBRA1;MLLT3;RAD54B;CECR2;TNKS2;U2AF2;METTL4;PMS2;METTL5;APBB2;RALY;E2F6;PMS1;MUTYH;MYEF2;KDM4C;GPKOW;LIMK2;YLPM1;DONSON;MOK;PML;MAPK12;RNF146;RAD50;TTC3;ZYX;ACIN1;TRIP13;ERCC6;CENPP;EEF1AKMT2;TRIM33;SSBP4,Spen,skipping,501,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),12/143,0.018812608685643724,3.628155294338032,29.931896877534147,IQCB1;FLCN;ESPL1;TFDP2;EPB41;KIFC1;LIMK2;TADA3;ECT2;CLASP1;CDC14B;EML3,Spen,skipping,501,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),8/76,0.033553186250862496,4.636916835699797,34.2371739083429,TIA1;STAU1;CELF1;FMR1;LARP4B;PUM1;C9ORF72;PUM2,Spen,skipping,501,GO_Cellular_Component_2023
